"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 14, 2021","1,646.12","1,625.99","1,656.94","1,625.99","248.88K","1.21%"
"Jun 11, 2021","1,626.36","1,603.83","1,635.39","1,603.83","202.37K","1.42%"
"Jun 10, 2021","1,603.59","1,603.55","1,611.99","1,592.39","228.59K","-0.03%"
"Jun 09, 2021","1,604.12","1,594.40","1,615.96","1,563.37","251.06K","0.55%"
"Jun 08, 2021","1,595.28","1,647.97","1,657.15","1,593.67","275.21K","-3.26%"
"Jun 07, 2021","1,649.12","1,665.05","1,675.44","1,627.88","270.89K","-0.95%"
"Jun 04, 2021","1,664.93","1,639.84","1,665.32","1,639.84","276.52K","1.53%"
"Jun 03, 2021","1,639.84","1,599.51","1,644.17","1,599.51","251.20K","2.62%"
"Jun 02, 2021","1,597.94","1,589.81","1,597.94","1,577.10","252.08K","0.51%"
"Jun 01, 2021","1,589.81","1,591.14","1,607.89","1,589.17","151.69K","-0.08%"
"May 31, 2021","1,591.03","1,574.67","1,591.03","1,553.73","181.01K","1.04%"
"May 28, 2021","1,574.70","1,550.33","1,575.00","1,546.14","190.31K","1.61%"
"May 27, 2021","1,549.69","1,548.52","1,568.39","1,542.65","198.50K","0.06%"
"May 26, 2021","1,548.69","1,537.70","1,551.37","1,533.29","200.16K","0.69%"
"May 25, 2021","1,538.01","1,525.05","1,544.80","1,525.05","197.47K","0.86%"
"May 24, 2021","1,524.87","1,497.47","1,528.38","1,497.47","215.08K","1.87%"
"May 21, 2021","1,496.83","1,476.62","1,505.58","1,472.58","168.07K","1.37%"
"May 20, 2021","1,476.66","1,485.72","1,487.16","1,473.65","184.19K","-0.62%"
"May 19, 2021","1,485.85","1,481.82","1,488.88","1,476.87","170.72K","0.27%"
"May 18, 2021","1,481.82","1,496.77","1,498.02","1,478.01","186.79K","-1.02%"
"May 17, 2021","1,497.09","1,511.92","1,519.88","1,491.50","194.33K","-0.98%"
"May 14, 2021","1,511.91","1,509.70","1,517.42","1,504.99","190.33K","0.19%"
"May 13, 2021","1,509.11","1,511.17","1,524.14","1,505.77","181.13K","-0.14%"
"May 12, 2021","1,511.22","1,490.53","1,511.48","1,487.71","186.35K","1.39%"
"May 11, 2021","1,490.47","1,475.69","1,507.83","1,475.69","205.31K","1.02%"
"May 10, 2021","1,475.43","1,469.56","1,479.19","1,455.32","168.76K","0.38%"
"May 07, 2021","1,469.85","1,485.00","1,489.27","1,459.60","203.00K","-1.05%"
"May 06, 2021","1,485.43","1,488.96","1,507.00","1,485.38","206.47K","-0.23%"
"May 05, 2021","1,488.86","1,467.95","1,498.83","1,467.95","156.42K","1.42%"
"May 04, 2021","1,467.95","1,482.27","1,482.27","1,443.53","216.14K","-1.05%"
"Apr 29, 2021","1,483.59","1,479.58","1,485.78","1,474.02","150.88K","0.28%"
"Apr 28, 2021","1,479.48","1,458.46","1,479.48","1,453.23","157.14K","1.44%"
"Apr 27, 2021","1,458.46","1,460.10","1,464.25","1,441.96","173.26K","-0.10%"
"Apr 26, 2021","1,459.96","1,491.78","1,499.49","1,453.40","239.77K","-2.13%"
"Apr 23, 2021","1,491.74","1,455.82","1,492.00","1,438.27","200.66K","2.47%"
"Apr 22, 2021","1,455.83","1,519.88","1,519.88","1,455.74","245.14K","-4.25%"
"Apr 20, 2021","1,520.51","1,532.45","1,539.94","1,510.15","232.43K","-0.78%"
"Apr 19, 2021","1,532.45","1,515.20","1,532.75","1,505.05","273.60K","1.14%"
"Apr 16, 2021","1,515.25","1,530.99","1,539.98","1,497.52","365.32K","-1.16%"
"Apr 15, 2021","1,533.11","1,539.45","1,553.55","1,532.35","242.15K","-0.40%"
"Apr 14, 2021","1,539.27","1,517.45","1,539.27","1,494.99","300.94K","1.36%"
"Apr 13, 2021","1,518.55","1,543.04","1,556.58","1,517.92","342.92K","-1.59%"
"Apr 12, 2021","1,543.04","1,521.55","1,543.08","1,521.55","280.48K","1.49%"
"Apr 09, 2021","1,520.32","1,516.40","1,522.98","1,514.19","238.35K","0.21%"
"Apr 08, 2021","1,517.09","1,512.79","1,521.21","1,505.66","228.44K","0.29%"
"Apr 07, 2021","1,512.75","1,499.94","1,512.75","1,495.57","204.60K","0.85%"
"Apr 06, 2021","1,500.01","1,495.78","1,502.53","1,490.87","192.82K","0.28%"
"Apr 05, 2021","1,495.87","1,491.61","1,508.94","1,487.61","180.19K","0.55%"
"Apr 02, 2021","1,487.64","1,482.72","1,496.11","1,478.83","192.56K","0.33%"
"Apr 01, 2021","1,482.72","1,462.87","1,482.72","1,462.73","197.48K","1.36%"
"Mar 31, 2021","1,462.87","1,458.82","1,472.25","1,452.72","244.99K","0.28%"
"Mar 30, 2021","1,458.74","1,437.87","1,458.74","1,437.87","227.17K","1.44%"
"Mar 29, 2021","1,437.98","1,414.48","1,437.98","1,414.48","208.37K","1.67%"
"Mar 26, 2021","1,414.33","1,417.62","1,418.68","1,367.05","243.48K","-0.30%"
"Mar 25, 2021","1,418.62","1,419.09","1,426.68","1,403.82","216.47K","-0.03%"
"Mar 24, 2021","1,419.09","1,451.57","1,451.57","1,406.69","224.15K","-2.36%"
"Mar 23, 2021","1,453.42","1,470.82","1,470.82","1,438.57","234.18K","-1.19%"
"Mar 22, 2021","1,470.90","1,475.68","1,485.14","1,462.16","227.35K","-0.32%"
"Mar 19, 2021","1,475.68","1,460.15","1,475.68","1,456.99","219.75K","1.04%"
"Mar 18, 2021","1,460.46","1,446.21","1,462.06","1,446.21","197.23K","0.99%"
"Mar 17, 2021","1,446.13","1,446.57","1,448.47","1,440.68","221.20K","-0.02%"
"Mar 16, 2021","1,446.41","1,443.54","1,450.13","1,431.18","226.25K","0.20%"
"Mar 15, 2021","1,443.46","1,438.24","1,448.44","1,436.43","218.04K","0.36%"
"Mar 12, 2021","1,438.22","1,439.00","1,445.84","1,433.17","195.44K","-0.05%"
"Mar 11, 2021","1,439.00","1,427.58","1,441.23","1,427.58","193.99K","0.83%"
"Mar 10, 2021","1,427.20","1,416.47","1,427.20","1,408.06","195.74K","0.78%"
"Mar 09, 2021","1,416.15","1,411.53","1,421.36","1,392.15","191.78K","0.33%"
"Mar 08, 2021","1,411.53","1,399.48","1,418.30","1,399.48","196.98K","1.01%"
"Mar 05, 2021","1,397.41","1,395.38","1,397.41","1,367.94","168.68K","0.15%"
"Mar 04, 2021","1,395.31","1,415.69","1,425.94","1,376.72","221.20K","-1.44%"
"Mar 03, 2021","1,415.69","1,409.90","1,417.49","1,402.52","194.54K","0.41%"
"Mar 02, 2021","1,409.90","1,416.54","1,427.14","1,406.76","175.03K","-0.37%"
"Mar 01, 2021","1,415.12","1,384.64","1,415.25","1,384.64","186.44K","2.20%"
"Feb 26, 2021","1,384.59","1,376.67","1,385.64","1,353.64","163.91K","0.57%"
"Feb 25, 2021","1,376.75","1,375.89","1,385.56","1,362.80","152.91K","0.10%"
"Feb 24, 2021","1,375.34","1,393.16","1,402.66","1,365.43","183.96K","-1.27%"
"Feb 23, 2021","1,392.97","1,400.98","1,403.10","1,388.16","173.82K","-0.57%"
"Feb 22, 2021","1,401.01","1,402.39","1,411.33","1,387.02","185.79K","-0.10%"
"Feb 19, 2021","1,402.45","1,401.84","1,411.75","1,384.34","172.68K","0.03%"
"Feb 18, 2021","1,401.99","1,379.69","1,403.09","1,375.33","225.63K","1.62%"
"Feb 17, 2021","1,379.59","1,321.65","1,379.59","1,321.65","178.19K","4.39%"
"Feb 09, 2021","1,321.59","1,291.63","1,321.59","1,276.70","164.66K","2.31%"
"Feb 08, 2021","1,291.73","1,334.54","1,338.17","1,275.43","220.04K","-3.21%"
"Feb 05, 2021","1,334.54","1,318.64","1,335.46","1,314.66","171.81K","1.21%"
"Feb 04, 2021","1,318.64","1,308.46","1,328.83","1,300.48","169.24K","0.77%"
"Feb 03, 2021","1,308.59","1,261.51","1,312.26","1,261.51","254.86K","3.76%"
"Feb 02, 2021","1,261.19","1,238.04","1,261.76","1,207.06","215.95K","1.84%"
"Feb 01, 2021","1,238.38","1,279.09","1,289.42","1,231.10","213.42K","-3.22%"
"Jan 29, 2021","1,279.60","1,244.92","1,292.42","1,183.54","270.65K","2.58%"
"Jan 28, 2021","1,247.41","1,331.35","1,331.35","1,243.64","198.57K","-6.37%"
"Jan 27, 2021","1,332.28","1,381.84","1,383.48","1,320.71","255.19K","-3.65%"
"Jan 26, 2021","1,382.81","1,421.78","1,430.03","1,364.28","253.21K","-2.74%"
"Jan 25, 2021","1,421.80","1,403.24","1,430.15","1,396.91","219.75K","1.63%"
"Jan 22, 2021","1,398.97","1,383.33","1,413.19","1,383.33","248.89K","1.11%"
"Jan 21, 2021","1,383.57","1,340.04","1,383.98","1,337.26","205.92K","3.26%"
"Jan 20, 2021","1,339.86","1,345.25","1,354.46","1,279.90","234.95K","-0.40%"
"Jan 19, 2021","1,345.25","1,406.82","1,414.99","1,319.06","247.93K","-4.38%"
"Jan 18, 2021","1,406.88","1,392.73","1,418.47","1,392.73","232.24K","1.03%"
"Jan 15, 2021","1,392.58","1,382.45","1,395.76","1,382.45","253.02K","1.08%"
"Jan 14, 2021","1,377.66","1,361.67","1,377.99","1,352.65","222.48K","1.17%"
"Jan 13, 2021","1,361.67","1,369.56","1,376.65","1,357.27","231.10K","-0.60%"
"Jan 12, 2021","1,369.84","1,349.81","1,369.84","1,341.59","210.23K","1.48%"
"Jan 11, 2021","1,349.91","1,337.64","1,350.75","1,329.31","238.16K","0.96%"
"Jan 08, 2021","1,337.14","1,330.51","1,349.73","1,326.06","231.62K","0.52%"
"Jan 07, 2021","1,330.23","1,307.23","1,330.23","1,303.63","218.14K","1.76%"
"Jan 06, 2021","1,307.23","1,308.37","1,321.59","1,302.54","214.91K","-0.06%"
"Jan 05, 2021","1,308.05","1,294.87","1,314.91","1,291.47","206.59K","1.02%"
"Jan 04, 2021","1,294.87","1,270.72","1,299.59","1,270.72","201.57K","2.31%"
"Dec 31, 2020","1,265.67","1,252.53","1,266.02","1,249.73","165.30K","1.06%"
"Dec 30, 2020","1,252.37","1,256.77","1,263.87","1,248.06","195.62K","-0.40%"
"Dec 29, 2020","1,257.41","1,243.91","1,263.11","1,237.93","217.54K","0.96%"
"Dec 28, 2020","1,245.40","1,233.76","1,252.02","1,233.33","237.01K","1.06%"
"Dec 25, 2020","1,232.34","1,207.89","1,232.99","1,199.91","192.67K","2.05%"
"Dec 24, 2020","1,207.64","1,220.66","1,226.58","1,166.14","230.80K","-1.03%"
"Dec 23, 2020","1,220.21","1,228.63","1,241.91","1,215.99","231.48K","-0.71%"
"Dec 22, 2020","1,228.90","1,202.71","1,229.15","1,199.95","235.00K","2.18%"
"Dec 21, 2020","1,202.68","1,177.77","1,203.79","1,177.77","225.05K","2.13%"
"Dec 18, 2020","1,177.56","1,156.70","1,179.20","1,156.04","181.03K","1.81%"
"Dec 17, 2020","1,156.59","1,159.18","1,169.02","1,151.65","195.41K","-0.32%"
"Dec 16, 2020","1,160.29","1,152.52","1,164.11","1,152.52","188.54K","0.68%"
"Dec 15, 2020","1,152.50","1,147.34","1,158.39","1,141.46","232.77K","0.46%"
"Dec 14, 2020","1,147.25","1,131.00","1,148.91","1,131.00","159.94K","1.44%"
"Dec 11, 2020","1,130.92","1,118.97","1,131.05","1,114.15","145.51K","1.07%"
"Dec 10, 2020","1,118.97","1,133.42","1,138.97","1,118.97","187.45K","-1.26%"
"Dec 09, 2020","1,133.24","1,128.50","1,136.71","1,128.50","161.39K","0.42%"
"Dec 08, 2020","1,128.50","1,123.25","1,130.66","1,120.08","189.54K","0.41%"
"Dec 07, 2020","1,123.87","1,117.75","1,127.13","1,115.23","159.98K","0.55%"
"Dec 04, 2020","1,117.70","1,113.82","1,121.48","1,111.00","186.90K","0.36%"
"Dec 03, 2020","1,113.72","1,098.45","1,113.72","1,098.43","161.22K","1.38%"
"Dec 02, 2020","1,098.51","1,093.72","1,102.88","1,093.72","145.93K","0.44%"
"Dec 01, 2020","1,093.72","1,087.39","1,095.10","1,074.04","173.41K","0.52%"
"Nov 30, 2020","1,088.10","1,087.17","1,097.07","1,087.01","148.41K","0.10%"
"Nov 27, 2020","1,086.98","1,076.77","1,087.23","1,076.77","116.58K","0.95%"
"Nov 26, 2020","1,076.79","1,074.28","1,078.09","1,068.69","128.46K","0.24%"
"Nov 25, 2020","1,074.21","1,079.04","1,085.16","1,073.84","134.43K","-0.45%"
"Nov 24, 2020","1,079.02","1,074.84","1,082.58","1,067.15","172.41K","0.40%"
"Nov 23, 2020","1,074.75","1,071.56","1,076.75","1,065.04","141.22K","0.30%"
"Nov 20, 2020","1,071.56","1,059.25","1,071.92","1,055.01","184.84K","1.17%"
"Nov 19, 2020","1,059.21","1,060.36","1,064.25","1,054.35","164.10K","-0.09%"
"Nov 18, 2020","1,060.15","1,052.54","1,060.16","1,051.63","145.59K","0.77%"
"Nov 17, 2020","1,052.03","1,035.36","1,052.35","1,035.36","125.94K","1.62%"
"Nov 16, 2020","1,035.28","1,044.21","1,050.63","1,034.54","170.94K","-0.82%"
"Nov 13, 2020","1,043.86","1,036.83","1,046.55","1,036.54","164.74K","0.67%"
"Nov 12, 2020","1,036.88","1,026.97","1,036.88","1,026.97","126.04K","0.99%"
"Nov 11, 2020","1,026.69","1,023.93","1,031.02","1,022.68","138.20K","0.32%"
"Nov 10, 2020","1,023.44","1,024.50","1,036.82","1,023.44","161.39K","-0.04%"
"Nov 09, 2020","1,023.88","1,004.58","1,023.88","1,004.58","150.12K","1.93%"
"Nov 06, 2020","1,004.54","1,000.04","1,004.54","997.23","99.68K","0.45%"
"Nov 05, 2020","1,000.04","1,007.66","1,010.60","999.04","89.24K","-0.76%"
"Nov 04, 2020","1,007.66","992.89","1,009.55","992.89","128.04K","1.49%"
"Nov 03, 2020","992.89","984.36","993.33","984.36","95.15K","0.90%"
"Nov 02, 2020","984.03","971.09","984.03","970.93","107.18K","1.30%"
"Oct 30, 2020","971.39","968.17","974.51","962.23","87.12K","0.33%"
"Oct 29, 2020","968.17","963.08","972.77","955.30","95.99K","0.52%"
"Oct 28, 2020","963.20","980.44","982.25","963.20","130.02K","-2.28%"
"Oct 27, 2020","985.69","994.96","995.16","983.90","118.88K","-0.96%"
"Oct 26, 2020","995.27","1,009.77","1,013.36","995.27","122.53K","-1.44%"
"Oct 23, 2020","1,009.77","1,007.83","1,013.08","1,006.41","107.74K","0.18%"
"Oct 22, 2020","1,007.93","1,004.04","1,007.93","993.46","93.61K","0.39%"
"Oct 21, 2020","1,004.04","1,016.81","1,020.43","1,003.86","117.65K","-1.24%"
"Oct 20, 2020","1,016.64","1,011.00","1,016.64","1,007.39","106.91K","0.56%"
"Oct 19, 2020","1,011.00","1,007.32","1,014.05","1,007.32","118.38K","0.37%"
"Oct 16, 2020","1,007.25","1,007.83","1,012.21","999.87","133.97K","-0.04%"
"Oct 15, 2020","1,007.70","1,009.19","1,015.11","1,006.48","163.07K","-0.17%"
"Oct 14, 2020","1,009.40","1,008.13","1,012.53","1,007.34","108.94K","0.12%"
"Oct 13, 2020","1,008.21","1,008.42","1,010.37","1,001.51","124.95K","-0.01%"
"Oct 12, 2020","1,008.27","1,016.90","1,023.26","1,007.55","152.33K","-0.79%"
"Oct 09, 2020","1,016.27","1,013.21","1,020.26","1,012.03","118.54K","0.30%"
"Oct 08, 2020","1,013.22","1,020.15","1,023.09","1,007.37","166.47K","-0.63%"
"Oct 07, 2020","1,019.68","1,024.61","1,027.87","1,017.72","172.65K","-0.49%"
"Oct 06, 2020","1,024.66","1,020.19","1,026.16","1,017.18","174.84K","0.42%"
"Oct 05, 2020","1,020.34","1,004.17","1,020.34","1,004.17","177.09K","1.65%"
"Oct 02, 2020","1,003.78","1,004.32","1,008.06","982.08","190.22K","-0.06%"
"Oct 01, 2020","1,004.34","989.02","1,004.34","989.02","119.92K","1.56%"
"Sep 30, 2020","988.92","980.42","989.35","975.67","112.06K","0.87%"
"Sep 29, 2020","980.39","991.52","996.65","980.26","169.63K","-1.12%"
"Sep 28, 2020","991.46","983.25","991.46","983.25","141.97K","0.79%"
"Sep 25, 2020","983.72","990.32","993.03","980.55","114.37K","-0.66%"
"Sep 24, 2020","990.22","989.75","993.18","986.37","128.63K","0.00%"
"Sep 23, 2020","990.18","985.59","992.45","985.59","120.64K","0.48%"
"Sep 22, 2020","985.44","983.21","988.65","976.78","129.22K","0.20%"
"Sep 21, 2020","983.52","982.53","989.02","982.53","127.96K","0.11%"
"Sep 18, 2020","982.43","972.96","982.80","972.72","112.53K","0.97%"
"Sep 17, 2020","973.01","973.13","976.77","966.32","147.77K","-0.01%"
"Sep 16, 2020","973.13","968.75","973.23","967.62","122.02K","0.44%"
"Sep 15, 2020","968.91","967.53","975.49","967.53","122.68K","0.17%"
"Sep 14, 2020","967.30","959.10","967.76","959.03","141.82K","0.87%"
"Sep 11, 2020","958.93","954.98","958.96","951.46","91.84K","0.40%"
"Sep 10, 2020","955.08","949.67","958.50","949.67","96.97K","0.58%"
"Sep 09, 2020","949.60","942.73","949.99","935.24","99.20K","0.68%"
"Sep 08, 2020","943.23","935.88","943.35","934.87","78.98K","0.79%"
"Sep 07, 2020","935.84","940.35","951.58","935.84","140.43K","-0.48%"
"Sep 04, 2020","940.35","939.76","940.64","926.12","104.50K","-0.01%"
"Sep 03, 2020","940.48","933.88","940.54","933.14","107.38K","0.70%"
"Sep 01, 2020","933.98","919.66","933.98","919.35","104.30K","1.55%"
"Aug 31, 2020","919.69","927.76","932.28","919.20","110.28K","-0.83%"
"Aug 28, 2020","927.42","931.08","934.89","927.42","105.57K","-0.38%"
"Aug 27, 2020","931.00","924.61","931.00","923.51","104.27K","0.69%"
"Aug 26, 2020","924.59","919.75","926.35","916.86","117.62K","0.54%"
"Aug 25, 2020","919.61","916.57","923.06","914.58","111.32K","0.36%"
"Aug 24, 2020","916.35","907.26","918.34","907.26","115.00K","1.07%"
"Aug 21, 2020","906.66","893.51","906.66","893.36","92.91K","1.47%"
"Aug 20, 2020","893.53","894.51","897.52","889.76","82.70K","-0.10%"
"Aug 19, 2020","894.45","886.48","895.01","885.56","85.47K","0.88%"
"Aug 18, 2020","886.61","882.22","889.79","882.22","76.93K","0.50%"
"Aug 17, 2020","882.16","877.66","882.16","869.31","73.21K","0.50%"
"Aug 14, 2020","877.74","883.97","887.43","874.11","97.78K","-0.71%"
"Aug 13, 2020","884.01","877.29","885.45","877.29","81.64K","0.78%"
"Aug 12, 2020","877.16","876.10","879.80","872.49","80.89K","0.12%"
"Aug 11, 2020","876.10","874.29","878.20","871.56","81.73K","0.21%"
"Aug 10, 2020","874.26","866.79","879.37","866.79","101.20K","0.86%"
"Aug 07, 2020","866.79","863.03","866.79","858.48","83.36K","0.42%"
"Aug 06, 2020","863.16","864.41","867.99","856.76","80.55K","-0.14%"
"Aug 05, 2020","864.41","852.32","865.28","847.10","85.80K","1.42%"
"Aug 04, 2020","852.31","837.43","854.72","837.43","80.61K","1.78%"
"Aug 03, 2020","837.39","817.11","837.39","817.11","80.96K","2.48%"
"Jul 31, 2020","817.11","824.97","824.97","812.71","87.29K","-0.95%"
"Jul 30, 2020","824.98","819.02","827.66","818.51","52.67K","0.76%"
"Jul 29, 2020","818.72","839.14","839.14","798.39","113.04K","-2.44%"
"Jul 28, 2020","839.22","809.18","839.25","807.58","104.82K","3.70%"
"Jul 27, 2020","809.24","853.65","853.65","805.43","135.26K","-5.20%"
"Jul 24, 2020","853.65","885.98","885.98","839.69","157.62K","-3.65%"
"Jul 23, 2020","885.98","891.26","891.26","879.03","69.58K","-0.61%"
"Jul 22, 2020","891.42","896.54","900.40","887.08","72.48K","-0.56%"
"Jul 21, 2020","896.47","896.10","899.32","888.58","86.67K","0.04%"
"Jul 20, 2020","896.14","906.23","907.70","896.14","100.15K","-1.11%"
"Jul 17, 2020","906.23","906.83","908.63","904.24","85.78K","-0.06%"
"Jul 16, 2020","906.73","906.82","909.44","904.59","78.24K","0.00%"
"Jul 15, 2020","906.70","907.39","913.18","906.70","79.83K","-0.07%"
"Jul 14, 2020","907.38","902.74","907.38","898.01","66.26K","0.50%"
"Jul 13, 2020","902.88","902.41","911.36","899.88","69.38K","0.05%"
"Jul 10, 2020","902.42","900.91","905.60","897.63","84.77K","0.17%"
"Jul 09, 2020","900.90","886.65","900.96","886.65","87.15K","1.60%"
"Jul 08, 2020","886.70","882.01","887.26","880.97","66.24K","0.53%"
"Jul 07, 2020","882.01","885.85","890.02","881.67","113.85K","-0.41%"
"Jul 06, 2020","885.65","880.89","887.06","880.40","56.53K","0.66%"
"Jul 03, 2020","879.82","876.22","881.68","876.22","63.28K","0.42%"
"Jul 02, 2020","876.12","875.04","878.81","871.23","78.30K","0.14%"
"Jul 01, 2020","874.92","860.13","876.09","855.25","99.12K","1.71%"
"Jun 30, 2020","860.21","866.13","874.14","848.17","117.58K","-0.69%"
"Jun 29, 2020","866.21","890.64","890.64","857.41","122.71K","-2.74%"
"Jun 26, 2020","890.64","894.13","901.07","883.64","112.53K","-0.39%"
"Jun 25, 2020","894.10","895.15","895.15","879.33","113.19K","-0.14%"
"Jun 24, 2020","895.36","909.60","910.05","891.70","136.17K","-1.50%"
"Jun 23, 2020","908.95","906.79","914.80","900.93","148.98K","0.26%"
"Jun 22, 2020","906.60","898.73","908.57","898.73","131.14K","0.88%"
"Jun 19, 2020","898.70","879.19","898.70","878.70","133.15K","2.23%"
"Jun 18, 2020","879.08","878.20","879.29","868.30","68.99K","0.11%"
"Jun 17, 2020","878.12","882.45","884.92","873.14","94.20K","-0.41%"
"Jun 16, 2020","881.74","864.02","881.74","864.02","110.90K","2.06%"
"Jun 15, 2020","863.93","892.78","897.68","862.02","162.33K","-3.00%"
"Jun 12, 2020","890.69","886.27","890.69","851.72","182.89K","0.20%"
"Jun 11, 2020","888.92","928.22","938.80","888.56","234.91K","-4.19%"
"Jun 10, 2020","927.83","919.23","929.90","908.69","198.82K","1.03%"
"Jun 09, 2020","918.37","919.09","923.89","914.24","145.54K","-0.08%"
"Jun 08, 2020","919.06","901.52","923.60","901.52","169.09K","1.98%"
"Jun 05, 2020","901.22","885.98","901.22","879.79","143.66K","1.72%"
"Jun 04, 2020","885.98","879.48","890.40","879.48","137.53K","0.74%"
"Jun 03, 2020","879.51","868.72","879.84","868.26","103.78K","1.22%"
"Jun 02, 2020","868.94","877.19","884.00","868.34","179.13K","-0.86%"
"Jun 01, 2020","876.48","862.50","877.12","862.50","108.82K","1.62%"
"May 29, 2020","862.52","857.44","863.12","854.00","97.39K","0.66%"
"May 28, 2020","856.87","855.95","861.00","851.29","90.91K","0.11%"
"May 27, 2020","855.96","870.67","877.91","855.96","134.08K","-1.69%"
"May 26, 2020","870.64","854.73","870.78","854.73","121.91K","1.86%"
"May 25, 2020","854.73","839.60","854.73","839.60","92.51K","1.81%"
"May 22, 2020","839.56","844.37","850.07","839.56","94.29K","-0.57%"
"May 21, 2020","844.37","845.06","850.89","843.89","83.20K","-0.06%"
"May 20, 2020","844.91","844.27","846.74","840.86","77.38K","0.08%"
"May 19, 2020","844.27","835.29","847.65","835.29","99.83K","1.08%"
"May 18, 2020","835.25","831.14","836.03","823.70","74.63K","0.45%"
"May 15, 2020","831.52","838.48","845.35","826.57","93.40K","-1.09%"
"May 14, 2020","840.70","840.75","846.51","832.50","99.05K","0.36%"
"May 13, 2020","837.65","827.74","843.11","818.50","110.55K","1.20%"
"May 12, 2020","827.70","808.35","827.77","804.17","105.09K","2.39%"
"May 11, 2020","808.35","795.01","808.35","795.01","87.45K","1.68%"
"May 08, 2020","794.98","793.13","803.25","793.13","104.71K","0.25%"
"May 07, 2020","792.98","785.70","793.25","785.70","70.36K","0.93%"
"May 06, 2020","785.70","775.93","785.73","775.93","64.61K","1.30%"
"May 05, 2020","775.63","769.59","775.64","766.20","55.28K","0.78%"
"May 04, 2020","769.63","781.04","781.04","768.45","106.89K","-1.59%"
"Apr 29, 2020","782.04","776.65","782.96","776.65","71.25K","0.67%"
"Apr 28, 2020","776.86","774.06","780.03","770.89","71.38K","0.35%"
"Apr 27, 2020","774.12","769.46","776.90","769.46","95.04K","0.66%"
"Apr 24, 2020","769.07","766.38","769.57","760.39","92.92K","0.35%"
"Apr 23, 2020","766.38","763.68","777.47","763.68","63.50K","0.45%"
"Apr 22, 2020","762.98","753.11","763.00","735.89","69.81K","1.28%"
"Apr 21, 2020","753.35","782.11","782.11","747.75","130.86K","-3.88%"
"Apr 20, 2020","783.73","776.26","787.23","773.15","121.41K","0.97%"
"Apr 17, 2020","776.21","760.79","777.17","760.79","91.11K","2.07%"
"Apr 16, 2020","760.50","753.11","761.60","745.70","79.56K","1.00%"
"Apr 15, 2020","752.98","736.69","754.49","736.69","83.22K","2.23%"
"Apr 14, 2020","736.56","735.61","739.60","726.31","70.74K","0.13%"
"Apr 13, 2020","735.61","731.12","739.72","730.29","62.02K","0.66%"
"Apr 10, 2020","730.78","732.76","734.77","724.67","72.50K","-0.30%"
"Apr 09, 2020","733.00","723.93","736.66","723.93","82.72K","1.28%"
"Apr 08, 2020","723.73","720.02","724.25","702.76","74.02K","0.72%"
"Apr 07, 2020","718.53","710.93","723.53","706.50","88.77K","1.07%"
"Apr 06, 2020","710.90","682.74","711.11","682.74","75.93K","4.19%"
"Apr 03, 2020","682.34","669.60","683.57","669.38","51.96K","1.90%"
"Apr 01, 2020","669.60","657.05","671.59","651.10","70.81K","1.71%"
"Mar 31, 2020","658.37","669.57","675.61","644.88","69.26K","-1.62%"
"Mar 30, 2020","669.23","692.71","692.71","662.06","52.84K","-3.49%"
"Mar 27, 2020","693.45","700.83","702.39","689.58","55.32K","-1.05%"
"Mar 26, 2020","700.83","714.10","714.10","700.83","48.09K","-1.93%"
"Mar 25, 2020","714.60","697.35","715.31","697.35","52.88K","2.55%"
"Mar 24, 2020","696.84","700.49","700.49","682.69","62.43K","-0.46%"
"Mar 23, 2020","700.05","739.18","739.18","696.17","75.87K","-5.29%"
"Mar 20, 2020","739.19","745.98","745.98","730.61","46.60K","-0.91%"
"Mar 19, 2020","745.98","759.95","759.95","734.32","73.09K","-1.86%"
"Mar 18, 2020","760.08","756.11","762.94","754.12","67.39K","0.52%"
"Mar 17, 2020","756.13","743.72","756.13","722.90","59.89K","1.65%"
"Mar 16, 2020","743.84","749.82","750.11","734.94","77.55K","-0.79%"
"Mar 13, 2020","749.76","764.26","764.26","722.24","86.63K","-1.97%"
"Mar 12, 2020","764.82","804.68","804.68","756.23","104.51K","-5.00%"
"Mar 11, 2020","805.06","826.28","831.37","791.82","71.94K","-2.56%"
"Mar 10, 2020","826.17","823.84","828.78","799.03","66.05K","0.00%"
"Mar 09, 2020","826.13","876.93","876.93","823.24","78.59K","-5.83%"
"Mar 06, 2020","877.30","877.65","877.65","869.38","51.80K","-0.04%"
"Mar 05, 2020","877.69","877.64","883.96","876.46","70.01K","0.01%"
"Mar 04, 2020","877.61","872.39","878.06","867.99","78.58K","0.58%"
"Mar 03, 2020","872.51","863.31","872.84","863.31","55.57K","1.14%"
"Mar 02, 2020","862.68","859.75","862.68","854.77","43.01K","0.36%"
"Feb 28, 2020","859.57","872.27","872.27","851.52","56.54K","-1.57%"
"Feb 27, 2020","873.28","869.76","873.57","864.70","34.66K","0.40%"
"Feb 26, 2020","869.77","879.20","879.20","864.34","36.36K","-1.12%"
"Feb 25, 2020","879.63","875.52","879.63","856.54","53.10K","0.45%"
"Feb 24, 2020","875.69","907.99","907.99","872.94","89.31K","-3.58%"
"Feb 21, 2020","908.18","911.57","913.65","905.69","49.54K","-0.37%"
"Feb 20, 2020","911.57","906.28","911.69","906.28","55.53K","0.58%"
"Feb 19, 2020","906.28","906.14","907.29","903.44","50.00K","0.02%"
"Feb 18, 2020","906.14","904.87","907.39","901.16","48.18K","0.14%"
