"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 08, 2021","1,331.31","1,361.90","1,365.91","1,330.31","142.31K","-2.23%"
"Jun 07, 2021","1,361.73","1,374.61","1,378.98","1,348.78","116.18K","-0.94%"
"Jun 04, 2021","1,374.60","1,363.68","1,374.60","1,357.84","148.75K","0.80%"
"Jun 03, 2021","1,363.74","1,331.80","1,363.83","1,331.79","158.59K","2.51%"
"Jun 02, 2021","1,330.34","1,318.05","1,330.36","1,308.77","108.06K","0.91%"
"Jun 01, 2021","1,318.30","1,324.30","1,326.53","1,317.00","90.88K","-0.41%"
"May 31, 2021","1,323.69","1,320.46","1,324.33","1,303.60","109.24K","0.20%"
"May 28, 2021","1,321.08","1,307.78","1,321.08","1,302.66","109.93K","1.02%"
"May 27, 2021","1,307.78","1,316.80","1,321.38","1,302.61","105.37K","-0.69%"
"May 26, 2021","1,316.91","1,322.08","1,322.08","1,312.25","127.52K","-0.39%"
"May 25, 2021","1,322.10","1,316.62","1,322.51","1,314.37","126.04K","0.46%"
"May 24, 2021","1,316.06","1,298.84","1,317.06","1,298.84","98.21K","1.33%"
"May 21, 2021","1,298.84","1,281.89","1,303.31","1,273.13","107.46K","1.32%"
"May 20, 2021","1,281.89","1,289.71","1,289.71","1,277.77","125.27K","-0.61%"
"May 19, 2021","1,289.71","1,295.30","1,295.80","1,285.63","103.97K","-0.52%"
"May 18, 2021","1,296.41","1,297.66","1,301.19","1,289.53","114.94K","-0.10%"
"May 17, 2021","1,297.71","1,305.03","1,305.66","1,290.60","136.99K","-0.56%"
"May 14, 2021","1,305.03","1,305.15","1,310.38","1,298.44","115.39K","-0.10%"
"May 13, 2021","1,306.39","1,309.85","1,313.94","1,305.80","105.31K","-0.27%"
"May 12, 2021","1,309.89","1,291.56","1,311.02","1,285.49","102.67K","1.42%"
"May 11, 2021","1,291.59","1,282.21","1,303.06","1,281.53","119.86K","0.74%"
"May 10, 2021","1,282.10","1,283.71","1,285.10","1,272.43","135.03K","-0.13%"
"May 07, 2021","1,283.71","1,293.27","1,293.27","1,270.97","135.46K","-0.75%"
"May 06, 2021","1,293.43","1,300.64","1,308.64","1,289.32","126.23K","-0.56%"
"May 05, 2021","1,300.68","1,282.87","1,308.16","1,281.79","117.30K","1.38%"
"May 04, 2021","1,282.92","1,289.55","1,289.55","1,251.67","116.49K","-0.52%"
"Apr 29, 2021","1,289.64","1,290.92","1,299.50","1,287.02","92.84K","-0.11%"
"Apr 28, 2021","1,291.09","1,276.83","1,292.23","1,273.19","130.83K","1.13%"
"Apr 27, 2021","1,276.72","1,279.91","1,279.91","1,257.43","104.73K","-0.26%"
"Apr 26, 2021","1,280.03","1,310.93","1,311.64","1,279.13","117.55K","-2.33%"
"Apr 23, 2021","1,310.63","1,294.36","1,310.63","1,268.85","120.15K","1.25%"
"Apr 22, 2021","1,294.45","1,333.71","1,333.71","1,294.45","144.43K","-2.95%"
"Apr 20, 2021","1,333.76","1,341.50","1,346.37","1,323.08","191.11K","-0.57%"
"Apr 19, 2021","1,341.34","1,327.70","1,341.34","1,308.22","193.85K","1.03%"
"Apr 16, 2021","1,327.64","1,348.81","1,352.30","1,308.75","218.22K","-1.58%"
"Apr 15, 2021","1,348.89","1,352.62","1,362.61","1,344.52","191.17K","-0.27%"
"Apr 14, 2021","1,352.56","1,333.58","1,352.60","1,316.07","209.67K","1.31%"
"Apr 13, 2021","1,335.04","1,351.09","1,359.76","1,326.76","273.44K","-1.06%"
"Apr 12, 2021","1,349.41","1,333.33","1,349.43","1,333.33","198.94K","1.21%"
"Apr 09, 2021","1,333.25","1,326.85","1,333.27","1,319.33","163.36K","0.48%"
"Apr 08, 2021","1,326.85","1,329.39","1,332.73","1,315.08","174.43K","-0.15%"
"Apr 07, 2021","1,328.86","1,315.37","1,328.86","1,314.19","183.26K","1.03%"
"Apr 06, 2021","1,315.31","1,312.54","1,315.85","1,308.11","161.14K","0.21%"
"Apr 05, 2021","1,312.54","1,311.32","1,316.77","1,301.39","159.17K","0.09%"
"Apr 02, 2021","1,311.32","1,309.02","1,316.96","1,302.16","130.03K","0.15%"
"Apr 01, 2021","1,309.32","1,299.83","1,309.32","1,294.90","138.33K","0.73%"
"Mar 31, 2021","1,299.86","1,291.70","1,299.86","1,286.57","176.84K","0.68%"
"Mar 30, 2021","1,291.12","1,280.88","1,291.58","1,277.62","163.09K","0.84%"
"Mar 29, 2021","1,280.34","1,251.39","1,280.34","1,250.83","152.77K","2.34%"
"Mar 26, 2021","1,251.03","1,256.92","1,257.29","1,213.00","134.38K","-0.53%"
"Mar 25, 2021","1,257.69","1,260.38","1,266.88","1,241.12","138.47K","-0.21%"
"Mar 24, 2021","1,260.38","1,283.73","1,283.73","1,249.16","145.78K","-1.83%"
"Mar 23, 2021","1,283.90","1,296.49","1,297.77","1,272.22","170.00K","-0.96%"
"Mar 22, 2021","1,296.41","1,285.54","1,296.41","1,281.89","159.31K","0.85%"
"Mar 19, 2021","1,285.54","1,279.74","1,285.54","1,274.72","136.50K","0.45%"
"Mar 18, 2021","1,279.79","1,276.37","1,288.03","1,274.91","141.05K","0.26%"
"Mar 17, 2021","1,276.46","1,273.76","1,280.73","1,270.46","155.33K","0.29%"
"Mar 16, 2021","1,272.76","1,267.77","1,275.29","1,258.20","167.19K","0.40%"
"Mar 15, 2021","1,267.73","1,251.31","1,267.73","1,251.24","175.85K","1.32%"
"Mar 12, 2021","1,251.27","1,249.08","1,254.70","1,247.47","159.11K","0.18%"
"Mar 11, 2021","1,249.04","1,240.12","1,249.04","1,240.03","147.75K","0.72%"
"Mar 10, 2021","1,240.09","1,237.62","1,240.30","1,226.38","133.00K","0.20%"
"Mar 09, 2021","1,237.62","1,231.95","1,241.38","1,218.30","158.70K","0.50%"
"Mar 08, 2021","1,231.51","1,209.45","1,233.64","1,209.18","185.61K","1.92%"
"Mar 05, 2021","1,208.32","1,197.94","1,208.32","1,176.92","111.55K","0.86%"
"Mar 04, 2021","1,198.05","1,212.23","1,224.42","1,183.03","147.80K","-1.18%"
"Mar 03, 2021","1,212.34","1,193.31","1,212.34","1,190.22","158.11K","1.59%"
"Mar 02, 2021","1,193.31","1,185.53","1,197.72","1,182.14","110.35K","0.74%"
"Mar 01, 2021","1,184.59","1,157.74","1,184.89","1,157.74","124.24K","2.33%"
"Feb 26, 2021","1,157.58","1,145.30","1,157.62","1,134.06","113.47K","1.07%"
"Feb 25, 2021","1,145.30","1,141.00","1,150.34","1,134.56","106.97K","0.40%"
"Feb 24, 2021","1,140.79","1,150.45","1,157.05","1,131.92","121.39K","-0.83%"
"Feb 23, 2021","1,150.33","1,142.77","1,150.95","1,137.62","108.65K","0.66%"
"Feb 22, 2021","1,142.77","1,135.73","1,148.71","1,133.70","116.82K","0.63%"
"Feb 19, 2021","1,135.57","1,130.04","1,138.66","1,119.09","104.25K","0.48%"
"Feb 18, 2021","1,130.09","1,119.54","1,135.73","1,116.13","114.88K","0.94%"
"Feb 17, 2021","1,119.54","1,081.57","1,119.54","1,081.57","90.52K","3.51%"
"Feb 09, 2021","1,081.57","1,059.16","1,081.95","1,052.28","82.61K","2.10%"
"Feb 08, 2021","1,059.29","1,082.56","1,089.56","1,048.28","110.56K","-2.15%"
"Feb 05, 2021","1,082.56","1,066.32","1,082.56","1,066.32","84.91K","1.51%"
"Feb 04, 2021","1,066.43","1,059.90","1,072.45","1,056.32","87.19K","0.62%"
"Feb 03, 2021","1,059.86","1,026.12","1,061.13","1,026.12","98.44K","3.29%"
"Feb 02, 2021","1,026.13","1,015.54","1,026.13","992.93","100.17K","1.04%"
"Feb 01, 2021","1,015.52","1,051.01","1,055.29","1,010.26","125.98K","-3.38%"
"Jan 29, 2021","1,051.01","1,034.05","1,058.76","987.88","124.91K","1.57%"
"Jan 28, 2021","1,034.81","1,099.49","1,099.49","1,031.15","110.78K","-5.99%"
"Jan 27, 2021","1,100.73","1,140.44","1,140.44","1,093.52","155.74K","-3.58%"
"Jan 26, 2021","1,141.64","1,171.35","1,172.58","1,129.09","159.03K","-2.58%"
"Jan 25, 2021","1,171.87","1,167.03","1,176.28","1,157.66","153.21K","0.42%"
"Jan 22, 2021","1,166.98","1,168.05","1,180.09","1,164.98","155.74K","-0.09%"
"Jan 21, 2021","1,168.07","1,133.83","1,168.07","1,131.50","158.29K","3.09%"
"Jan 20, 2021","1,133.02","1,142.24","1,143.82","1,091.49","189.36K","-0.88%"
"Jan 19, 2021","1,143.10","1,199.74","1,200.69","1,130.15","220.54K","-4.62%"
"Jan 18, 2021","1,198.51","1,190.66","1,204.20","1,189.50","159.84K","0.63%"
"Jan 15, 2021","1,190.99","1,177.01","1,191.10","1,177.01","158.88K","1.22%"
"Jan 14, 2021","1,176.68","1,165.13","1,176.68","1,156.55","176.05K","1.00%"
"Jan 13, 2021","1,165.07","1,164.55","1,174.67","1,160.06","193.61K","0.10%"
"Jan 12, 2021","1,163.92","1,148.46","1,163.92","1,138.79","156.56K","1.35%"
"Jan 11, 2021","1,148.45","1,134.03","1,148.45","1,129.10","172.93K","1.28%"
"Jan 08, 2021","1,133.95","1,123.54","1,140.14","1,123.53","175.85K","0.93%"
"Jan 07, 2021","1,123.46","1,110.82","1,123.79","1,106.47","166.39K","1.14%"
"Jan 06, 2021","1,110.75","1,107.52","1,116.25","1,103.99","150.42K","0.29%"
"Jan 05, 2021","1,107.52","1,097.91","1,107.80","1,093.59","178.22K","0.87%"
"Jan 04, 2021","1,097.97","1,076.39","1,099.58","1,075.83","159.81K","2.10%"
"Dec 31, 2020","1,075.41","1,066.56","1,077.22","1,065.07","120.21K","0.83%"
"Dec 30, 2020","1,066.58","1,066.96","1,075.46","1,063.44","160.77K","-0.04%"
"Dec 29, 2020","1,066.96","1,055.63","1,069.47","1,052.86","148.63K","1.06%"
"Dec 28, 2020","1,055.81","1,044.91","1,059.83","1,044.91","145.23K","1.18%"
"Dec 25, 2020","1,043.54","1,023.00","1,043.54","1,012.24","145.42K","2.01%"
"Dec 24, 2020","1,023.02","1,042.04","1,046.24","994.48","144.12K","-1.83%"
"Dec 23, 2020","1,042.13","1,038.74","1,053.31","1,037.05","179.94K","0.35%"
"Dec 22, 2020","1,038.46","1,017.40","1,039.20","1,017.38","169.14K","2.10%"
"Dec 21, 2020","1,017.10","1,002.27","1,018.96","1,002.27","135.43K","1.48%"
"Dec 18, 2020","1,002.27","992.20","1,002.46","991.32","111.38K","1.01%"
"Dec 17, 2020","992.27","991.33","995.96","985.13","120.60K","0.09%"
"Dec 16, 2020","991.33","980.10","992.13","980.10","99.30K","1.15%"
"Dec 15, 2020","980.08","973.52","981.39","968.06","122.08K","0.68%"
"Dec 14, 2020","973.48","956.58","973.48","956.53","101.29K","1.78%"
"Dec 11, 2020","956.48","946.20","956.63","942.74","76.59K","1.10%"
"Dec 10, 2020","946.05","956.65","958.46","945.31","109.94K","-1.05%"
"Dec 09, 2020","956.10","951.49","958.53","951.43","114.44K","0.53%"
"Dec 08, 2020","951.05","943.84","951.90","943.84","94.01K","0.78%"
"Dec 07, 2020","943.70","930.79","946.00","930.79","102.30K","1.39%"
"Dec 04, 2020","930.74","932.32","933.47","927.43","87.48K","-0.14%"
"Dec 03, 2020","932.08","925.19","932.16","925.17","81.95K","0.72%"
"Dec 02, 2020","925.41","924.57","927.94","922.60","77.68K","0.09%"
"Dec 01, 2020","924.54","918.00","926.37","909.18","79.24K","0.69%"
"Nov 30, 2020","918.17","918.08","924.60","918.08","65.10K","0.01%"
"Nov 27, 2020","918.06","911.78","918.06","911.78","67.30K","0.73%"
"Nov 26, 2020","911.37","907.74","911.65","904.66","61.41K","0.40%"
"Nov 25, 2020","907.76","907.59","912.99","905.16","65.55K","0.02%"
"Nov 24, 2020","907.57","907.24","910.58","899.43","75.80K","0.04%"
"Nov 23, 2020","907.24","901.66","907.38","899.01","77.49K","0.63%"
"Nov 20, 2020","901.59","888.92","901.59","887.68","103.20K","1.42%"
"Nov 19, 2020","888.96","883.90","890.50","883.57","80.29K","0.57%"
"Nov 18, 2020","883.90","876.62","884.15","876.51","83.91K","0.83%"
"Nov 17, 2020","876.62","865.32","876.63","865.32","72.38K","1.30%"
"Nov 16, 2020","865.41","865.52","871.34","860.26","74.13K","0.03%"
"Nov 13, 2020","865.18","859.09","865.42","859.09","76.87K","0.71%"
"Nov 12, 2020","859.11","855.96","860.43","855.96","62.82K","0.38%"
"Nov 11, 2020","855.88","852.04","857.56","851.64","56.22K","0.46%"
"Nov 10, 2020","851.92","852.88","861.11","851.87","60.65K","-0.11%"
"Nov 09, 2020","852.82","840.21","852.82","840.14","58.02K","1.50%"
"Nov 06, 2020","840.21","835.71","840.39","835.69","41.69K","0.54%"
"Nov 05, 2020","835.71","838.62","841.44","835.65","48.51K","-0.35%"
"Nov 04, 2020","838.64","828.27","839.97","828.27","50.50K","1.25%"
"Nov 03, 2020","828.27","822.52","828.48","822.47","48.05K","0.70%"
"Nov 02, 2020","822.52","814.05","822.52","814.05","54.08K","1.05%"
"Oct 30, 2020","813.96","812.08","818.79","808.83","45.37K","0.24%"
"Oct 29, 2020","812.03","808.25","815.01","799.96","62.05K","0.43%"
"Oct 28, 2020","808.53","823.79","823.89","807.51","72.97K","-2.00%"
"Oct 27, 2020","825.00","833.96","834.08","824.65","64.37K","-1.07%"
"Oct 26, 2020","833.90","840.35","844.03","833.63","69.35K","-0.77%"
"Oct 23, 2020","840.37","835.77","840.85","835.77","72.04K","0.56%"
"Oct 22, 2020","835.71","833.32","835.89","829.44","51.97K","0.28%"
"Oct 21, 2020","833.38","839.10","842.54","833.24","63.06K","-0.68%"
"Oct 20, 2020","839.12","835.94","840.92","834.24","53.17K","0.37%"
"Oct 19, 2020","836.05","831.87","836.14","831.76","49.58K","0.51%"
"Oct 16, 2020","831.84","835.90","838.64","827.54","59.62K","-0.49%"
"Oct 15, 2020","835.90","844.82","848.16","835.87","65.32K","-1.06%"
"Oct 14, 2020","844.82","846.82","851.54","844.19","56.54K","-0.24%"
"Oct 13, 2020","846.82","848.63","849.13","843.17","56.91K","-0.21%"
"Oct 12, 2020","848.60","858.83","863.22","847.27","85.04K","-1.19%"
"Oct 09, 2020","858.83","859.35","861.42","856.95","69.23K","-0.04%"
"Oct 08, 2020","859.21","862.36","865.83","853.32","85.81K","-0.37%"
"Oct 07, 2020","862.36","861.44","866.04","858.52","118.24K","0.14%"
"Oct 06, 2020","861.18","853.23","861.38","852.15","114.60K","0.93%"
"Oct 05, 2020","853.21","838.84","853.21","838.84","91.02K","1.71%"
"Oct 02, 2020","838.84","843.09","846.45","827.68","97.16K","-0.51%"
"Oct 01, 2020","843.11","833.63","843.11","833.63","69.93K","1.15%"
"Sep 30, 2020","833.55","827.00","833.62","822.99","59.15K","0.79%"
"Sep 29, 2020","827.02","832.50","835.51","826.56","82.94K","-0.65%"
"Sep 28, 2020","832.44","826.83","832.69","826.83","68.31K","0.67%"
"Sep 25, 2020","826.90","827.89","830.48","822.34","64.48K","-0.13%"
"Sep 24, 2020","827.97","829.23","832.03","825.81","67.07K","-0.15%"
"Sep 23, 2020","829.20","826.23","830.89","826.07","57.96K","0.36%"
"Sep 22, 2020","826.21","829.34","829.34","822.68","73.91K","-0.38%"
"Sep 21, 2020","829.39","831.11","834.74","828.92","72.60K","-0.21%"
"Sep 18, 2020","831.10","828.11","831.10","827.77","58.97K","0.37%"
"Sep 17, 2020","828.00","827.64","831.44","822.10","92.65K","0.04%"
"Sep 16, 2020","827.69","827.90","828.25","824.33","64.80K","-0.03%"
"Sep 15, 2020","827.90","826.66","831.66","826.66","100.43K","0.15%"
"Sep 14, 2020","826.66","821.00","828.35","821.00","80.03K","0.67%"
"Sep 11, 2020","821.15","813.00","821.15","811.25","84.09K","0.97%"
"Sep 10, 2020","813.26","809.38","815.79","809.38","86.99K","0.49%"
"Sep 09, 2020","809.28","802.93","809.28","796.31","65.06K","0.79%"
"Sep 08, 2020","802.93","797.77","802.93","795.65","72.93K","0.65%"
"Sep 07, 2020","797.78","802.79","809.04","797.78","91.90K","-0.62%"
"Sep 04, 2020","802.79","806.41","806.41","794.14","69.40K","-0.46%"
"Sep 03, 2020","806.50","805.17","812.82","804.34","73.21K","0.16%"
"Sep 01, 2020","805.23","798.77","805.23","796.41","67.89K","0.81%"
"Aug 31, 2020","798.76","807.78","810.69","796.55","85.94K","-1.11%"
"Aug 28, 2020","807.69","805.48","811.17","805.48","85.39K","0.28%"
"Aug 27, 2020","805.47","797.89","805.47","797.58","67.66K","0.95%"
"Aug 26, 2020","797.89","793.21","799.84","789.86","80.19K","0.58%"
"Aug 25, 2020","793.26","790.28","795.06","789.56","87.60K","0.37%"
"Aug 24, 2020","790.32","781.00","792.08","781.00","89.26K","1.21%"
"Aug 21, 2020","780.84","771.05","781.65","771.05","67.00K","1.29%"
"Aug 20, 2020","770.93","770.96","774.70","768.95","56.91K","-0.00%"
"Aug 19, 2020","770.96","765.02","772.20","764.38","50.66K","0.77%"
"Aug 18, 2020","765.09","761.96","766.45","760.68","44.08K","0.41%"
"Aug 17, 2020","761.96","759.87","761.96","752.88","57.94K","0.28%"
"Aug 14, 2020","759.87","762.95","767.62","756.81","69.37K","-0.40%"
"Aug 13, 2020","762.95","752.23","762.95","752.22","66.74K","1.45%"
"Aug 12, 2020","752.03","755.31","757.67","749.35","61.73K","-0.43%"
"Aug 11, 2020","755.27","755.80","761.39","753.36","63.95K","-0.06%"
"Aug 10, 2020","755.75","747.34","758.66","747.34","73.92K","1.11%"
"Aug 07, 2020","747.45","741.49","750.57","741.43","58.33K","0.80%"
"Aug 06, 2020","741.55","739.12","743.85","733.20","61.40K","0.33%"
"Aug 05, 2020","739.09","729.48","739.42","725.68","68.85K","1.33%"
"Aug 04, 2020","729.42","719.17","732.45","719.17","84.38K","1.45%"
"Aug 03, 2020","718.96","699.94","719.45","699.56","66.20K","2.72%"
"Jul 31, 2020","699.93","705.02","705.02","695.03","54.39K","-0.74%"
"Jul 30, 2020","705.12","701.37","708.10","699.77","40.55K","0.55%"
"Jul 29, 2020","701.29","720.64","720.64","688.07","65.98K","-2.70%"
"Jul 28, 2020","720.74","696.18","720.85","694.62","70.77K","3.53%"
"Jul 27, 2020","696.18","729.70","729.70","694.25","78.86K","-4.96%"
"Jul 24, 2020","732.51","762.12","762.12","726.85","97.53K","-3.89%"
"Jul 23, 2020","762.13","767.50","768.85","758.12","55.42K","-0.70%"
"Jul 22, 2020","767.50","772.02","774.27","766.14","47.35K","-0.57%"
"Jul 21, 2020","771.88","770.52","772.99","765.93","47.97K","0.19%"
"Jul 20, 2020","770.45","775.65","777.94","769.77","61.88K","-0.67%"
"Jul 17, 2020","775.64","771.29","776.55","771.03","65.19K","0.57%"
"Jul 16, 2020","771.27","772.30","775.87","770.64","55.27K","-0.12%"
"Jul 15, 2020","772.18","768.16","775.91","768.09","70.37K","0.52%"
"Jul 14, 2020","768.16","766.52","768.28","762.39","54.84K","0.20%"
"Jul 13, 2020","766.60","769.32","772.57","764.53","48.44K","-0.36%"
"Jul 10, 2020","769.37","770.92","774.02","764.50","76.98K","-0.22%"
"Jul 09, 2020","771.05","759.64","771.16","759.64","68.39K","1.49%"
"Jul 08, 2020","759.72","758.42","759.98","755.59","43.74K","0.15%"
"Jul 07, 2020","758.58","758.61","764.50","758.49","59.49K","0.02%"
"Jul 06, 2020","758.45","754.43","760.11","754.25","45.82K","0.53%"
"Jul 03, 2020","754.42","750.21","755.28","750.19","47.95K","0.53%"
"Jul 02, 2020","750.45","750.94","756.11","748.67","37.39K","-0.09%"
"Jul 01, 2020","751.11","734.69","752.00","732.84","72.05K","2.34%"
"Jun 30, 2020","733.94","744.31","752.93","728.16","91.17K","-1.39%"
"Jun 29, 2020","744.31","767.66","767.81","739.68","88.30K","-3.08%"
"Jun 26, 2020","768.00","778.58","783.38","764.08","71.01K","-1.36%"
"Jun 25, 2020","778.58","777.73","778.58","765.89","74.65K","0.04%"
"Jun 24, 2020","778.23","789.18","793.08","776.58","103.16K","-1.38%"
"Jun 23, 2020","789.09","787.73","792.80","783.45","128.73K","0.18%"
"Jun 22, 2020","787.64","786.95","796.71","785.42","104.95K","0.09%"
"Jun 19, 2020","786.97","772.82","786.97","771.01","129.57K","1.85%"
"Jun 18, 2020","772.66","770.36","774.16","762.15","84.86K","0.26%"
"Jun 17, 2020","770.68","773.51","776.56","766.80","116.62K","-0.37%"
"Jun 16, 2020","773.51","760.24","774.11","760.24","136.98K","1.76%"
"Jun 15, 2020","760.15","776.99","782.45","759.48","119.83K","-1.86%"
"Jun 12, 2020","774.54","778.69","778.69","749.63","179.54K","-0.59%"
"Jun 11, 2020","779.14","804.12","815.41","779.03","191.07K","-3.05%"
"Jun 10, 2020","803.63","790.89","805.16","785.51","109.87K","1.58%"
"Jun 09, 2020","791.10","787.93","795.36","783.86","114.40K","0.40%"
"Jun 08, 2020","787.93","773.57","789.57","773.57","137.46K","1.97%"
"Jun 05, 2020","772.69","760.06","772.93","758.54","129.22K","1.71%"
"Jun 04, 2020","759.71","750.26","759.84","750.26","92.28K","1.26%"
"Jun 03, 2020","750.24","744.65","751.61","740.30","98.31K","0.73%"
"Jun 02, 2020","744.79","755.15","759.42","744.04","75.19K","-1.22%"
"Jun 01, 2020","754.02","739.11","754.02","739.11","100.65K","2.03%"
"May 29, 2020","739.02","732.52","739.02","731.15","75.86K","0.86%"
"May 28, 2020","732.69","731.10","733.45","728.88","52.86K","0.22%"
"May 27, 2020","731.07","735.65","739.70","730.26","69.16K","-0.60%"
"May 26, 2020","735.47","728.02","735.82","728.02","56.61K","1.03%"
"May 25, 2020","728.00","719.83","728.00","719.83","61.08K","1.15%"
"May 22, 2020","719.73","721.07","724.01","717.36","49.05K","-0.19%"
"May 21, 2020","721.07","721.29","724.96","720.15","53.82K","-0.02%"
"May 20, 2020","721.22","717.21","721.22","714.77","38.22K","0.56%"
"May 19, 2020","717.22","715.88","724.28","715.87","47.98K","0.21%"
"May 18, 2020","715.73","712.36","716.17","708.81","45.71K","0.46%"
"May 15, 2020","712.43","719.38","723.56","708.85","57.99K","-0.99%"
"May 14, 2020","719.56","716.25","723.47","712.70","61.42K","0.46%"
"May 13, 2020","716.25","706.65","717.23","704.37","72.56K","1.35%"
"May 12, 2020","706.71","698.38","706.76","696.66","51.77K","1.20%"
"May 11, 2020","698.36","691.27","698.80","691.09","44.45K","1.07%"
"May 08, 2020","690.97","689.17","696.56","689.17","57.35K","0.25%"
"May 07, 2020","689.25","683.80","689.93","683.80","39.61K","0.80%"
"May 06, 2020","683.80","673.98","683.80","673.95","45.53K","1.48%"
"May 05, 2020","673.85","670.64","674.39","667.40","45.84K","0.48%"
"May 04, 2020","670.64","683.20","683.25","670.32","60.18K","-1.84%"
"Apr 29, 2020","683.18","681.50","685.28","680.50","52.40K","0.24%"
"Apr 28, 2020","681.53","679.75","683.09","675.14","37.14K","0.28%"
"Apr 27, 2020","679.61","671.84","680.36","671.84","57.48K","1.16%"
"Apr 24, 2020","671.84","667.23","671.84","662.50","50.51K","0.69%"
"Apr 23, 2020","667.22","664.55","674.61","664.55","42.34K","0.42%"
"Apr 22, 2020","664.45","653.06","664.93","643.62","48.43K","1.68%"
"Apr 21, 2020","653.49","671.98","671.98","648.08","81.29K","-2.87%"
"Apr 20, 2020","672.79","669.74","678.46","667.04","56.50K","0.49%"
"Apr 17, 2020","669.50","657.20","670.55","657.20","53.50K","1.88%"
"Apr 16, 2020","657.14","653.71","659.12","649.96","47.94K","0.57%"
"Apr 15, 2020","653.44","642.05","654.71","641.72","60.31K","1.78%"
"Apr 14, 2020","642.03","639.22","642.03","631.67","42.40K","0.48%"
"Apr 13, 2020","638.97","632.91","639.23","632.91","34.02K","0.93%"
"Apr 10, 2020","633.07","631.07","634.57","628.21","55.89K","0.29%"
"Apr 09, 2020","631.26","623.34","633.64","623.34","56.60K","1.27%"
"Apr 08, 2020","623.34","619.21","623.34","612.18","38.67K","0.66%"
"Apr 07, 2020","619.23","619.00","623.93","614.73","54.68K","0.19%"
"Apr 06, 2020","618.05","600.08","618.15","600.08","81.13K","3.01%"
"Apr 03, 2020","600.01","585.52","600.01","585.52","45.10K","2.51%"
"Apr 01, 2020","585.31","571.82","585.31","569.12","45.05K","2.34%"
"Mar 31, 2020","571.92","578.20","584.34","563.24","66.11K","-1.09%"
"Mar 30, 2020","578.20","601.33","601.33","574.91","44.80K","-3.88%"
"Mar 27, 2020","601.52","611.06","611.06","598.85","36.74K","-1.56%"
"Mar 26, 2020","611.06","620.89","620.89","609.04","33.97K","-1.59%"
"Mar 25, 2020","620.91","610.48","621.77","610.48","55.73K","1.77%"
"Mar 24, 2020","610.14","611.12","611.12","598.43","46.29K","-0.21%"
"Mar 23, 2020","611.41","646.55","646.55","608.59","49.61K","-5.44%"
"Mar 20, 2020","646.55","653.82","653.82","639.98","56.15K","-1.11%"
"Mar 19, 2020","653.83","667.96","669.01","649.13","143.56K","-2.12%"
"Mar 18, 2020","667.98","657.54","672.06","657.54","43.73K","1.60%"
"Mar 17, 2020","657.47","650.30","657.47","643.00","45.93K","1.08%"
"Mar 16, 2020","650.46","649.10","656.44","646.67","56.00K","0.21%"
"Mar 13, 2020","649.10","656.59","656.59","628.52","63.60K","-1.32%"
"Mar 12, 2020","657.79","684.45","684.45","651.76","70.38K","-3.89%"
"Mar 11, 2020","684.43","700.18","708.20","678.00","87.14K","-2.14%"
"Mar 10, 2020","699.41","698.34","701.33","680.09","67.44K","0.13%"
"Mar 09, 2020","698.52","732.28","732.28","697.03","67.76K","-5.11%"
"Mar 06, 2020","736.13","733.59","736.13","731.73","51.68K","0.35%"
"Mar 05, 2020","733.59","732.62","739.94","732.62","58.29K","0.14%"
"Mar 04, 2020","732.59","728.41","733.24","726.60","48.27K","0.57%"
"Mar 03, 2020","728.41","719.63","729.12","719.63","45.60K","1.23%"
"Mar 02, 2020","719.55","717.59","721.55","716.15","49.90K","0.28%"
"Feb 28, 2020","717.55","728.65","728.65","711.32","46.35K","-1.51%"
"Feb 27, 2020","728.52","720.06","728.65","718.82","33.15K","1.17%"
"Feb 26, 2020","720.13","726.65","726.65","717.63","30.18K","-0.90%"
"Feb 25, 2020","726.65","725.16","726.65","710.72","50.37K","0.20%"
"Feb 24, 2020","725.18","751.02","751.02","724.24","57.16K","-3.51%"
"Feb 21, 2020","751.56","757.27","758.90","750.49","50.50K","-0.75%"
"Feb 20, 2020","757.27","752.93","758.34","752.93","57.33K","0.62%"
"Feb 19, 2020","752.60","745.51","752.76","745.51","48.92K","0.95%"
"Feb 18, 2020","745.51","742.48","746.66","742.32","42.22K","0.39%"
"Feb 17, 2020","742.60","741.56","744.42","739.43","38.51K","0.16%"
"Feb 14, 2020","741.43","739.75","743.30","739.09","44.20K","0.23%"
"Feb 13, 2020","739.75","733.49","739.76","733.11","44.04K","0.85%"
"Feb 12, 2020","733.53","723.56","733.83","723.56","42.51K","1.38%"
"Feb 11, 2020","723.58","717.87","723.58","717.08","38.07K","0.82%"
"Feb 10, 2020","717.71","721.97","721.97","714.91","35.75K","-0.59%"
"Feb 07, 2020","722.00","720.42","723.06","719.72","36.85K","0.22%"
"Feb 06, 2020","720.42","708.20","720.42","707.99","38.52K","1.74%"
"Feb 05, 2020","708.08","704.66","709.71","703.17","43.35K","0.49%"
"Feb 04, 2020","704.66","710.44","712.05","701.05","38.57K","-0.82%"
"Feb 03, 2020","710.51","730.09","730.09","698.25","48.92K","-2.73%"
"Jan 31, 2020","730.48","744.93","746.77","730.21","43.31K","-1.93%"
"Jan 30, 2020","744.89","753.13","753.80","741.11","31.73K","-1.07%"
"Jan 22, 2020","752.97","744.02","753.04","744.02","26.14K","1.20%"
"Jan 21, 2020","744.02","740.77","744.02","740.45","22.35K","0.44%"
