"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 20, 2020","740.77","741.76","741.83","737.71","20.87K","-0.14%"
"Jan 17, 2020","741.81","744.75","745.37","740.36","23.22K","-0.35%"
"Jan 16, 2020","744.38","744.16","746.56","742.25","30.43K","0.01%"
"Jan 15, 2020","744.31","744.81","747.04","743.10","29.68K","-0.06%"
"Jan 14, 2020","744.76","746.33","746.33","742.01","27.37K","-0.19%"
"Jan 13, 2020","746.20","751.39","752.16","744.92","35.36K","-0.66%"
"Jan 10, 2020","751.17","754.94","755.63","749.55","34.49K","-0.50%"
"Jan 09, 2020","754.93","752.00","757.25","752.00","33.03K","0.39%"
"Jan 08, 2020","752.00","764.87","764.87","747.98","44.05K","-1.69%"
"Jan 07, 2020","764.93","767.20","767.94","762.22","38.21K","-0.30%"
"Jan 06, 2020","767.20","778.38","778.48","767.02","39.51K","-1.44%"
"Jan 03, 2020","778.41","781.32","782.23","776.60","42.17K","-0.37%"
"Jan 02, 2020","781.32","780.61","781.35","776.23","29.59K","0.09%"
"Dec 31, 2019","780.61","781.94","782.06","775.38","41.05K","-0.17%"
"Dec 30, 2019","781.94","788.73","788.73","777.89","49.83K","-0.86%"
"Dec 27, 2019","788.73","792.54","792.54","785.63","39.58K","-0.48%"
"Dec 26, 2019","792.54","797.53","797.54","791.52","51.87K","-0.61%"
"Dec 25, 2019","797.41","797.12","800.00","796.35","70.56K","0.03%"
"Dec 24, 2019","797.20","796.12","799.18","794.28","53.92K","0.11%"
"Dec 23, 2019","796.33","798.08","804.02","795.53","53.39K","-0.17%"
"Dec 20, 2019","797.66","792.10","797.66","792.10","47.91K","0.70%"
"Dec 19, 2019","792.11","793.14","793.14","789.44","47.29K","-0.13%"
"Dec 18, 2019","793.14","796.00","798.64","792.69","56.04K","-0.37%"
"Dec 17, 2019","796.05","796.48","801.58","794.38","69.97K","-0.04%"
"Dec 16, 2019","796.40","792.10","796.40","791.68","64.19K","0.55%"
"Dec 13, 2019","792.08","791.38","795.89","790.20","42.88K","0.09%"
"Dec 12, 2019","791.38","789.19","791.61","788.18","38.30K","0.29%"
"Dec 11, 2019","789.12","785.72","789.12","783.07","36.16K","0.44%"
"Dec 10, 2019","785.63","788.56","789.96","782.34","36.62K","-0.36%"
"Dec 09, 2019","788.50","784.78","790.10","784.78","49.67K","0.47%"
"Dec 06, 2019","784.80","782.73","785.78","781.61","29.48K","0.24%"
"Dec 05, 2019","782.92","782.03","784.36","780.45","38.46K","0.11%"
"Dec 04, 2019","782.03","777.44","782.63","775.90","32.32K","0.58%"
"Dec 03, 2019","777.51","778.42","779.90","774.57","30.46K","-0.12%"
"Dec 02, 2019","778.42","784.71","786.31","777.33","32.43K","-0.83%"
"Nov 29, 2019","784.96","781.68","784.96","780.18","26.41K","0.42%"
"Nov 28, 2019","781.68","783.20","785.75","778.23","27.43K","-0.19%"
"Nov 27, 2019","783.14","781.06","784.01","780.38","28.55K","0.27%"
"Nov 26, 2019","781.06","777.31","781.06","777.31","19.03K","0.53%"
"Nov 25, 2019","776.96","777.87","778.45","773.33","20.94K","-0.12%"
"Nov 22, 2019","777.87","788.61","788.76","775.80","26.55K","-1.32%"
"Nov 21, 2019","788.31","785.71","788.65","784.79","22.58K","0.23%"
"Nov 20, 2019","786.51","785.89","787.16","784.46","28.84K","0.08%"
"Nov 19, 2019","785.89","785.44","787.27","783.84","29.31K","0.06%"
"Nov 18, 2019","785.39","786.09","788.00","783.38","25.05K","-0.06%"
"Nov 15, 2019","785.87","788.10","789.92","784.55","31.74K","-0.29%"
"Nov 14, 2019","788.13","790.68","791.77","786.91","43.61K","-0.32%"
"Nov 13, 2019","790.63","792.01","793.16","788.25","26.28K","-0.17%"
"Nov 12, 2019","791.95","788.76","791.99","786.86","29.21K","0.40%"
"Nov 11, 2019","788.78","789.89","790.21","786.45","28.95K","-0.13%"
"Nov 08, 2019","789.84","789.42","792.17","788.86","21.30K","0.05%"
"Nov 07, 2019","789.48","789.56","790.14","786.46","22.61K","-0.02%"
"Nov 06, 2019","789.60","788.05","790.81","788.03","22.11K","0.20%"
"Nov 05, 2019","788.05","785.27","788.23","782.82","24.43K","0.36%"
"Nov 04, 2019","785.26","786.47","789.48","783.74","28.78K","-0.13%"
"Nov 01, 2019","786.32","788.57","789.11","784.87","28.16K","-0.30%"
"Oct 31, 2019","788.69","793.86","793.86","787.71","43.06K","-0.62%"
"Oct 30, 2019","793.60","794.35","795.07","791.71","29.04K","-0.10%"
"Oct 29, 2019","794.37","797.64","799.59","793.63","27.20K","-0.42%"
"Oct 28, 2019","797.76","796.05","798.64","795.54","21.33K","0.22%"
"Oct 25, 2019","796.01","796.89","799.54","795.01","23.72K","-0.12%"
"Oct 24, 2019","796.93","797.87","799.67","795.18","21.66K","-0.12%"
"Oct 23, 2019","797.87","799.29","799.82","796.80","27.05K","-0.18%"
"Oct 22, 2019","799.28","798.00","801.28","797.25","32.36K","0.18%"
"Oct 21, 2019","797.86","799.47","801.29","797.64","34.23K","-0.20%"
"Oct 18, 2019","799.47","799.23","802.75","798.93","28.15K","0.03%"
"Oct 17, 2019","799.23","801.24","802.62","797.62","20.65K","-0.25%"
"Oct 16, 2019","801.23","801.60","803.67","798.51","23.10K","-0.06%"
"Oct 15, 2019","801.69","801.69","802.75","799.21","24.25K","0.01%"
"Oct 14, 2019","801.58","802.14","805.50","800.03","33.73K","0.01%"
"Oct 11, 2019","801.52","799.65","802.28","797.70","27.68K","0.23%"
"Oct 10, 2019","799.65","803.55","804.27","798.83","26.51K","-0.48%"
"Oct 09, 2019","803.53","804.91","806.49","801.69","32.32K","-0.16%"
"Oct 08, 2019","804.85","803.92","805.84","801.91","31.06K","0.09%"
"Oct 07, 2019","804.13","807.58","810.89","803.38","25.78K","-0.43%"
"Oct 04, 2019","807.57","805.21","810.00","805.21","29.70K","0.29%"
"Oct 03, 2019","805.21","799.76","805.21","795.90","40.07K","0.68%"
"Oct 02, 2019","799.76","805.01","806.95","799.25","27.18K","-0.65%"
"Oct 01, 2019","805.01","801.03","805.60","800.98","23.67K","0.49%"
"Sep 30, 2019","801.07","801.56","804.76","799.71","24.69K","-0.04%"
"Sep 27, 2019","801.42","804.76","805.71","799.07","27.31K","-0.42%"
"Sep 26, 2019","804.76","805.35","808.79","803.55","21.42K","-0.07%"
"Sep 25, 2019","805.35","802.09","805.35","800.68","23.91K","0.42%"
"Sep 24, 2019","801.97","801.87","802.98","799.74","21.01K","0.01%"
"Sep 23, 2019","801.87","809.86","811.40","801.63","27.87K","-0.97%"
"Sep 20, 2019","809.75","810.41","812.66","808.31","27.38K","-0.07%"
"Sep 19, 2019","810.35","808.29","810.40","807.48","27.46K","0.25%"
"Sep 18, 2019","808.32","809.69","812.31","806.94","21.90K","-0.17%"
"Sep 17, 2019","809.68","809.13","809.68","805.70","32.66K","0.07%"
"Sep 16, 2019","809.13","807.54","811.09","806.82","29.75K","0.20%"
"Sep 13, 2019","807.52","805.63","807.88","804.36","30.33K","0.23%"
"Sep 12, 2019","805.63","800.26","806.51","800.26","22.27K","0.67%"
"Sep 11, 2019","800.24","795.66","800.24","795.42","17.94K","0.59%"
"Sep 10, 2019","795.54","803.45","805.72","793.82","25.80K","-0.98%"
"Sep 09, 2019","803.45","809.09","809.09","802.65","20.90K","-0.70%"
"Sep 06, 2019","809.09","810.58","813.76","808.01","25.31K","-0.18%"
"Sep 05, 2019","810.57","811.79","816.32","810.51","25.97K","-0.16%"
"Sep 04, 2019","811.84","813.29","813.29","803.59","29.37K","-0.19%"
"Sep 03, 2019","813.36","822.76","823.02","812.99","31.99K","-1.14%"
"Aug 30, 2019","822.74","823.87","826.01","821.04","31.79K","-0.14%"
"Aug 29, 2019","823.87","825.48","827.38","819.90","27.39K","-0.18%"
"Aug 28, 2019","825.33","828.66","830.13","825.33","29.94K","-0.41%"
"Aug 27, 2019","828.70","831.09","835.11","827.11","34.99K","-0.30%"
"Aug 26, 2019","831.17","830.99","831.17","825.28","29.24K","0.02%"
"Aug 23, 2019","830.99","831.12","832.41","826.88","26.77K","-0.02%"
"Aug 22, 2019","831.12","829.03","832.32","828.30","28.26K","0.27%"
"Aug 21, 2019","828.90","828.57","830.99","828.18","29.13K","0.03%"
"Aug 20, 2019","828.62","821.99","828.62","821.99","27.45K","0.81%"
"Aug 19, 2019","821.99","818.76","821.99","817.94","22.24K","0.39%"
"Aug 16, 2019","818.79","818.03","821.36","816.94","27.30K","0.09%"
"Aug 15, 2019","818.03","816.15","818.03","808.19","24.80K","0.14%"
"Aug 14, 2019","816.87","815.99","822.06","815.43","24.77K","0.12%"
"Aug 13, 2019","815.90","819.35","819.37","811.85","23.70K","-0.46%"
"Aug 12, 2019","819.64","821.15","822.66","817.93","22.10K","-0.19%"
"Aug 09, 2019","821.19","822.14","826.69","820.90","23.88K","-0.12%"
"Aug 08, 2019","822.17","815.87","822.39","815.45","29.09K","0.77%"
"Aug 07, 2019","815.89","815.10","818.65","811.88","26.90K","0.12%"
"Aug 06, 2019","814.93","817.21","817.21","809.00","30.20K","-0.28%"
"Aug 05, 2019","817.21","816.34","818.42","813.99","28.97K","0.10%"
"Aug 02, 2019","816.38","810.14","816.38","808.75","23.73K","0.77%"
"Aug 01, 2019","810.14","807.64","810.14","805.90","26.15K","0.31%"
"Jul 31, 2019","807.64","808.60","808.60","804.34","25.94K","-0.12%"
"Jul 30, 2019","808.59","814.41","816.13","807.76","22.08K","-0.71%"
"Jul 29, 2019","814.35","817.92","818.28","811.90","18.99K","-0.34%"
"Jul 26, 2019","817.13","817.01","818.58","815.37","20.20K","0.02%"
"Jul 25, 2019","816.96","813.61","816.96","811.76","25.58K","0.42%"
"Jul 24, 2019","813.58","815.45","818.60","812.50","23.68K","-0.24%"
"Jul 23, 2019","815.50","816.68","817.57","815.05","23.90K","-0.14%"
"Jul 22, 2019","816.63","822.95","822.95","815.22","22.25K","-0.77%"
"Jul 19, 2019","822.95","822.55","824.27","821.08","26.93K","0.04%"
"Jul 18, 2019","822.64","824.02","824.18","820.08","25.28K","-0.19%"
"Jul 17, 2019","824.17","824.48","826.43","822.86","20.61K","-0.04%"
"Jul 16, 2019","824.49","827.36","828.54","823.16","23.56K","-0.31%"
"Jul 15, 2019","827.08","825.43","827.08","824.24","23.88K","0.20%"
"Jul 12, 2019","825.45","826.23","828.19","825.31","22.98K","-0.13%"
"Jul 11, 2019","826.55","825.13","830.25","825.13","26.83K","0.17%"
"Jul 10, 2019","825.13","823.73","827.38","823.09","25.75K","0.17%"
"Jul 09, 2019","823.73","819.63","823.73","819.63","26.16K","0.44%"
"Jul 08, 2019","820.14","822.06","822.06","817.05","18.60K","-0.23%"
"Jul 05, 2019","822.06","820.13","822.63","820.04","19.02K","0.24%"
"Jul 04, 2019","820.13","818.73","821.27","818.19","20.60K","0.19%"
"Jul 03, 2019","818.60","816.36","818.60","815.54","19.99K","0.27%"
"Jul 02, 2019","816.36","817.66","819.55","814.57","21.80K","-0.16%"
"Jul 01, 2019","817.63","810.97","817.67","810.97","20.34K","0.83%"
"Jun 28, 2019","810.87","809.47","810.87","806.00","17.99K","0.17%"
"Jun 27, 2019","809.47","814.15","816.15","807.93","20.18K","-0.55%"
"Jun 26, 2019","813.93","812.71","815.86","812.21","22.93K","0.15%"
"Jun 25, 2019","812.71","815.42","815.69","812.15","25.84K","-0.32%"
"Jun 24, 2019","815.29","815.55","817.14","813.78","25.39K","-0.03%"
"Jun 21, 2019","815.50","816.31","816.97","813.05","19.50K","-0.09%"
"Jun 20, 2019","816.26","813.53","816.26","813.17","21.85K","0.34%"
"Jun 19, 2019","813.50","811.88","817.00","811.01","22.22K","0.21%"
"Jun 18, 2019","811.83","812.60","816.43","809.29","20.76K","-0.09%"
"Jun 17, 2019","812.60","815.45","815.76","810.56","19.20K","-0.35%"
"Jun 14, 2019","815.42","815.60","818.12","814.30","25.26K","-0.02%"
"Jun 13, 2019","815.60","814.63","817.75","814.31","21.65K","0.12%"
"Jun 12, 2019","814.63","816.80","817.27","814.46","22.55K","-0.27%"
"Jun 11, 2019","816.80","818.24","818.31","815.90","22.67K","-0.18%"
"Jun 10, 2019","818.24","814.54","818.24","813.70","19.11K","0.43%"
"Jun 07, 2019","814.73","807.90","814.73","807.90","13.49K","0.84%"
"Jun 06, 2019","807.92","810.32","811.10","804.58","16.55K","-0.29%"
"Jun 05, 2019","810.29","805.44","812.06","805.13","16.91K","0.65%"
"Jun 04, 2019","805.07","802.19","807.23","802.19","18.41K","0.37%"
"Jun 03, 2019","802.08","814.30","814.51","801.73","23.22K","-1.51%"
"May 31, 2019","814.37","821.46","823.59","814.21","20.09K","-0.87%"
"May 30, 2019","821.49","822.64","823.36","819.36","26.08K","-0.03%"
"May 29, 2019","821.72","820.08","823.13","819.89","23.58K","0.21%"
"May 28, 2019","820.00","818.70","821.29","816.74","22.36K","0.16%"
"May 27, 2019","818.68","819.61","821.54","816.52","17.18K","-0.11%"
"May 24, 2019","819.61","823.32","823.36","817.83","21.77K","-0.45%"
"May 23, 2019","823.32","822.81","823.32","818.57","20.50K","0.06%"
"May 22, 2019","822.81","822.99","825.58","821.03","22.99K","-0.01%"
"May 21, 2019","822.90","821.09","822.93","819.52","21.09K","0.22%"
"May 20, 2019","821.13","818.64","821.45","817.86","21.60K","0.29%"
"May 17, 2019","818.72","816.83","819.65","815.33","20.88K","0.24%"
"May 16, 2019","816.79","819.45","821.58","816.63","23.37K","-0.33%"
"May 15, 2019","819.53","814.46","819.53","813.04","23.07K","0.62%"
"May 14, 2019","814.46","813.99","814.69","809.11","23.89K","0.06%"
"May 13, 2019","814.01","812.96","816.81","812.78","24.31K","0.13%"
"May 10, 2019","812.94","810.20","813.96","809.38","21.81K","0.34%"
"May 09, 2019","810.20","814.05","816.33","809.93","21.22K","-0.48%"
"May 08, 2019","814.13","814.15","814.20","810.73","28.17K","-0.02%"
"May 07, 2019","814.28","813.14","817.61","811.96","23.12K","0.13%"
"May 06, 2019","813.21","819.41","819.41","809.32","28.08K","-0.81%"
"May 03, 2019","819.84","823.80","824.62","818.84","24.27K","-0.47%"
"May 02, 2019","823.75","826.04","828.10","823.09","24.22K","-0.28%"
"Apr 26, 2019","826.05","825.64","827.67","823.12","25.68K","0.05%"
"Apr 25, 2019","825.67","827.46","828.38","823.80","24.81K","-0.20%"
"Apr 24, 2019","827.29","821.72","827.31","821.39","24.28K","0.68%"
"Apr 23, 2019","821.74","820.35","823.01","819.42","23.43K","0.17%"
"Apr 22, 2019","820.36","828.98","828.98","819.79","28.75K","-1.04%"
"Apr 19, 2019","828.98","826.32","830.12","825.46","19.75K","0.32%"
"Apr 18, 2019","826.32","831.93","832.34","820.97","32.24K","-0.67%"
"Apr 17, 2019","831.89","839.88","842.53","831.47","33.04K","-0.95%"
"Apr 16, 2019","839.88","843.20","843.20","837.45","26.19K","-0.39%"
"Apr 12, 2019","843.20","840.27","843.40","838.38","30.53K","0.35%"
"Apr 11, 2019","840.29","836.15","840.55","836.15","32.36K","0.50%"
"Apr 10, 2019","836.15","837.47","838.20","832.87","30.56K","-0.19%"
"Apr 09, 2019","837.77","843.68","846.32","837.67","33.22K","-0.70%"
"Apr 08, 2019","843.70","844.53","846.35","842.93","31.58K","-0.08%"
"Apr 05, 2019","844.41","842.41","845.48","841.01","30.18K","0.24%"
"Apr 04, 2019","842.35","834.29","842.70","833.31","37.59K","0.96%"
"Apr 03, 2019","834.32","833.14","834.52","830.77","30.07K","0.14%"
"Apr 02, 2019","833.13","833.35","840.08","831.14","32.55K","-0.02%"
"Apr 01, 2019","833.31","834.03","836.60","832.66","31.45K","-0.08%"
"Mar 29, 2019","833.98","831.89","837.63","831.71","25.33K","0.25%"
"Mar 28, 2019","831.89","829.96","833.87","827.76","25.08K","0.21%"
"Mar 27, 2019","830.12","822.88","832.40","822.88","23.27K","0.88%"
"Mar 26, 2019","822.84","823.24","827.48","822.74","26.68K","-0.05%"
"Mar 25, 2019","823.28","834.87","834.87","820.40","35.79K","-1.40%"
"Mar 22, 2019","834.93","838.05","840.94","832.27","35.53K","-0.37%"
"Mar 21, 2019","838.05","847.67","850.61","838.05","43.78K","-1.11%"
"Mar 20, 2019","847.48","844.39","847.48","839.69","37.87K","0.36%"
"Mar 19, 2019","844.40","845.53","848.51","842.21","52.58K","-0.13%"
"Mar 18, 2019","845.46","838.62","845.56","838.05","39.93K","0.82%"
"Mar 15, 2019","838.62","840.26","842.39","836.35","46.50K","-0.20%"
"Mar 14, 2019","840.26","835.53","840.88","834.70","45.75K","0.57%"
"Mar 13, 2019","835.53","831.97","835.98","831.87","40.95K","0.43%"
"Mar 12, 2019","831.97","827.35","832.84","827.35","34.39K","0.57%"
"Mar 11, 2019","827.25","822.19","827.27","820.32","33.09K","0.62%"
"Mar 08, 2019","822.19","825.86","825.86","819.33","38.79K","-0.45%"
"Mar 07, 2019","825.87","826.04","830.50","825.87","44.98K","-0.02%"
"Mar 06, 2019","826.04","815.64","826.04","815.35","52.44K","1.27%"
"Mar 05, 2019","815.66","812.57","816.89","810.92","51.99K","0.38%"
"Mar 04, 2019","812.58","803.13","813.79","802.97","37.65K","1.17%"
"Mar 01, 2019","803.18","791.29","803.35","791.29","30.25K","1.51%"
"Feb 28, 2019","791.24","795.39","798.28","789.84","31.72K","-0.52%"
"Feb 27, 2019","795.39","793.74","797.12","793.01","39.35K","0.21%"
"Feb 26, 2019","793.70","792.88","795.74","790.81","47.97K","0.19%"
"Feb 25, 2019","792.23","788.22","792.82","788.22","47.30K","0.51%"
"Feb 22, 2019","788.21","790.01","790.87","786.77","40.76K","-0.23%"
"Feb 21, 2019","790.01","791.28","792.70","788.28","26.93K","-0.16%"
"Feb 20, 2019","791.25","791.78","792.58","788.26","27.86K","-0.06%"
"Feb 19, 2019","791.70","798.47","799.76","791.70","30.81K","-0.85%"
"Feb 18, 2019","798.47","796.36","799.37","795.22","37.02K","0.26%"
"Feb 15, 2019","796.38","797.15","797.78","793.80","24.88K","-0.10%"
"Feb 14, 2019","797.15","795.83","797.55","794.18","29.11K","0.17%"
"Feb 13, 2019","795.76","789.38","795.76","788.45","31.47K","0.81%"
"Feb 12, 2019","789.38","785.01","789.38","784.43","27.83K","0.56%"
"Feb 11, 2019","785.01","779.31","785.13","778.88","19.13K","0.78%"
"Feb 01, 2019","778.93","771.07","778.93","770.65","12.59K","1.02%"
"Jan 31, 2019","771.07","770.33","772.83","769.30","17.22K","0.10%"
"Jan 30, 2019","770.33","767.88","772.48","767.57","20.26K","0.32%"
"Jan 29, 2019","767.88","768.04","769.33","764.70","18.27K","-0.02%"
"Jan 28, 2019","768.04","773.15","777.15","767.28","33.63K","-0.66%"
"Jan 25, 2019","773.14","771.86","774.69","770.16","16.67K","0.17%"
"Jan 24, 2019","771.86","771.75","774.39","769.90","17.27K","0.07%"
"Jan 23, 2019","771.34","768.44","771.52","766.63","17.64K","0.38%"
"Jan 22, 2019","768.45","769.66","774.21","767.65","21.52K","-0.16%"
"Jan 21, 2019","769.66","768.02","772.96","768.02","19.24K","0.11%"
"Jan 18, 2019","768.83","768.50","769.24","766.14","18.63K","0.04%"
"Jan 17, 2019","768.50","769.79","770.93","765.28","15.62K","-0.17%"
"Jan 16, 2019","769.79","770.87","772.88","767.74","16.69K","-0.14%"
"Jan 15, 2019","770.87","764.56","770.87","763.64","21.61K","0.83%"
"Jan 14, 2019","764.56","765.34","769.54","763.23","14.81K","-0.10%"
"Jan 11, 2019","765.34","763.25","765.92","763.25","17.58K","0.28%"
"Jan 10, 2019","763.22","763.32","767.29","762.63","19.80K","-0.02%"
"Jan 09, 2019","763.35","759.91","764.88","759.85","24.70K","0.45%"
"Jan 08, 2019","759.91","760.80","761.51","756.57","17.32K","-0.02%"
"Jan 07, 2019","760.03","754.07","760.59","754.07","16.32K","0.80%"
"Jan 04, 2019","754.02","755.09","755.09","746.18","22.14K","-0.15%"
"Jan 03, 2019","755.12","765.81","767.71","752.15","19.94K","-1.60%"
"Jan 02, 2019","767.38","773.03","778.89","766.48","13.87K","-0.78%"
"Dec 28, 2018","773.39","777.70","778.58","769.89","21.36K","-0.56%"
"Dec 27, 2018","777.72","773.75","782.50","773.75","16.18K","0.51%"
"Dec 26, 2018","773.74","774.64","778.00","770.53","16.37K","-0.12%"
"Dec 25, 2018","774.64","784.97","784.97","765.36","27.05K","-1.32%"
"Dec 24, 2018","784.97","791.52","794.41","784.92","16.00K","-0.87%"
"Dec 21, 2018","791.84","791.53","791.84","786.73","21.37K","0.06%"
"Dec 20, 2018","791.39","791.80","792.98","787.14","19.89K","-0.05%"
"Dec 19, 2018","791.81","795.50","799.96","789.64","15.92K","-0.46%"
"Dec 18, 2018","795.44","802.26","802.26","789.58","20.14K","-0.85%"
"Dec 17, 2018","802.26","812.81","812.81","802.09","14.99K","-1.30%"
"Dec 14, 2018","812.81","814.54","814.69","809.98","17.72K","-0.20%"
"Dec 13, 2018","814.45","814.14","816.56","811.18","20.28K","0.04%"
"Dec 12, 2018","814.14","811.87","814.14","809.28","17.27K","0.28%"
"Dec 11, 2018","811.87","814.25","815.05","807.54","18.31K","-0.29%"
"Dec 10, 2018","814.22","813.16","814.66","811.56","17.82K","-0.03%"
"Dec 07, 2018","814.48","810.94","815.14","810.94","20.17K","0.45%"
"Dec 06, 2018","810.81","812.73","814.68","806.60","18.64K","-0.23%"
"Dec 05, 2018","812.69","812.13","812.69","808.16","23.24K","0.05%"
"Dec 04, 2018","812.31","809.81","812.60","808.90","20.46K","0.30%"
"Dec 03, 2018","809.85","803.72","812.00","803.72","21.59K","0.77%"
"Nov 30, 2018","803.65","801.85","805.28","799.38","18.71K","0.20%"
"Nov 29, 2018","802.07","807.16","810.39","801.76","18.10K","-0.59%"
"Nov 28, 2018","806.84","807.63","810.87","804.24","17.86K","-0.12%"
"Nov 27, 2018","807.83","811.60","814.92","804.80","19.74K","-0.43%"
"Nov 26, 2018","811.30","813.03","815.75","808.22","20.07K","-0.21%"
"Nov 23, 2018","813.01","814.95","816.59","812.83","19.81K","-0.24%"
"Nov 22, 2018","814.98","813.94","819.82","813.54","20.37K","0.13%"
"Nov 21, 2018","813.91","812.17","815.22","809.32","21.62K","0.21%"
"Nov 20, 2018","812.17","810.51","812.17","808.15","21.26K","0.20%"
"Nov 19, 2018","810.53","805.62","810.53","805.59","19.99K","0.61%"
"Nov 16, 2018","805.62","804.25","808.49","803.73","19.62K","0.16%"
"Nov 15, 2018","804.34","805.89","809.52","802.92","20.59K","-0.16%"
"Nov 14, 2018","805.63","809.39","814.59","805.12","24.28K","-0.45%"
"Nov 13, 2018","809.26","807.49","810.76","801.95","27.16K","0.17%"
"Nov 12, 2018","807.90","807.78","807.90","801.40","23.05K","0.01%"
"Nov 09, 2018","807.80","810.13","812.13","806.47","20.92K","-0.28%"
"Nov 08, 2018","810.04","809.97","814.60","808.97","27.35K","0.02%"
"Nov 07, 2018","809.89","810.48","812.17","804.67","21.44K","-0.10%"
"Nov 06, 2018","810.72","806.39","811.08","806.26","21.13K","0.54%"
"Nov 05, 2018","806.39","806.16","807.48","803.35","18.00K","0.02%"
"Nov 02, 2018","806.19","797.95","806.40","797.95","24.83K","1.05%"
"Nov 01, 2018","797.79","802.36","804.57","795.82","17.51K","-0.48%"
"Oct 31, 2018","801.65","789.63","802.17","789.63","24.81K","1.58%"
"Oct 30, 2018","789.15","791.04","793.80","787.05","20.32K","-0.24%"
"Oct 29, 2018","791.03","795.95","796.36","787.30","15.55K","-0.54%"
"Oct 26, 2018","795.33","798.34","806.61","794.09","20.71K","-0.37%"
"Oct 25, 2018","798.27","806.86","806.86","786.61","23.76K","-1.07%"
"Oct 24, 2018","806.90","811.41","813.42","803.82","22.56K","-0.56%"
"Oct 23, 2018","811.44","820.07","820.61","804.10","26.34K","-1.30%"
"Oct 22, 2018","822.13","829.13","830.93","820.78","22.76K","-0.91%"
"Oct 19, 2018","829.70","831.46","831.72","822.16","21.49K","-0.24%"
"Oct 18, 2018","831.69","834.98","835.43","829.59","28.89K","-0.37%"
"Oct 17, 2018","834.75","831.77","837.95","831.77","23.59K","0.40%"
"Oct 16, 2018","831.40","824.16","831.40","823.44","21.60K","0.88%"
"Oct 15, 2018","824.16","831.24","833.88","823.00","20.85K","-0.85%"
"Oct 12, 2018","831.24","820.08","831.28","811.38","28.12K","1.31%"
"Oct 11, 2018","820.51","855.18","855.18","818.11","47.70K","-4.07%"
"Oct 10, 2018","855.36","857.36","860.62","854.50","29.90K","-0.23%"
"Oct 09, 2018","857.36","857.42","861.49","854.95","29.74K","-0.00%"
"Oct 08, 2018","857.39","859.58","861.01","854.44","31.84K","-0.24%"
"Oct 05, 2018","859.48","864.80","864.91","858.35","34.90K","-0.62%"
"Oct 04, 2018","864.80","861.89","866.26","861.31","32.26K","0.36%"
"Oct 03, 2018","861.74","858.95","863.89","857.58","33.57K","0.33%"
"Oct 02, 2018","858.94","860.10","861.77","856.32","34.87K","-0.13%"
"Oct 01, 2018","860.07","864.03","867.27","856.04","36.82K","-0.45%"
"Sep 28, 2018","863.99","865.32","868.64","863.99","39.98K","-0.14%"
"Sep 27, 2018","865.24","859.87","865.24","859.87","40.73K","0.64%"
"Sep 26, 2018","859.74","851.43","860.72","850.08","46.14K","0.99%"
"Sep 25, 2018","851.27","846.42","852.22","846.42","39.81K","0.62%"
"Sep 24, 2018","846.04","841.97","846.04","840.79","35.61K","0.51%"
"Sep 21, 2018","841.74","841.27","845.14","836.09","42.68K","0.07%"
"Sep 20, 2018","841.15","838.54","843.00","838.54","37.12K","0.32%"
"Sep 19, 2018","838.49","833.02","841.14","832.99","41.56K","0.67%"
"Sep 18, 2018","832.94","827.33","832.94","824.44","34.23K","0.71%"
"Sep 17, 2018","827.10","823.98","827.16","822.33","31.69K","0.38%"
"Sep 14, 2018","823.98","820.66","823.98","819.53","25.33K","0.40%"
"Sep 13, 2018","820.68","817.34","821.21","816.84","28.80K","0.41%"
"Sep 12, 2018","817.29","814.48","818.86","814.48","28.76K","0.35%"
"Sep 11, 2018","814.48","807.93","814.48","805.96","27.02K","0.82%"
"Sep 10, 2018","807.87","807.96","808.68","806.02","24.43K","-0.01%"
"Sep 07, 2018","807.99","805.10","808.13","803.04","24.26K","0.36%"
"Sep 06, 2018","805.10","808.72","808.72","803.31","19.62K","-0.46%"
"Sep 05, 2018","808.86","812.37","813.18","806.02","22.25K","-0.43%"
"Sep 04, 2018","812.37","814.97","816.64","809.57","24.24K","-0.31%"
"Aug 31, 2018","814.92","814.53","817.47","812.98","20.92K","0.05%"
"Aug 30, 2018","814.50","812.23","814.58","808.31","21.98K","0.29%"
"Aug 29, 2018","812.18","815.82","815.82","807.96","19.79K","-0.33%"
"Aug 28, 2018","814.85","818.94","821.95","813.29","22.62K","-0.49%"
"Aug 27, 2018","818.84","815.07","818.90","815.07","22.66K","0.47%"
"Aug 24, 2018","815.04","812.65","815.58","811.39","22.35K","0.30%"
"Aug 23, 2018","812.57","808.77","813.24","807.93","18.02K","0.48%"
"Aug 22, 2018","808.68","804.99","809.98","804.56","18.54K","0.46%"
"Aug 21, 2018","804.99","800.70","804.99","800.70","21.20K","0.54%"
"Aug 20, 2018","800.67","802.28","803.50","798.72","18.61K","-0.20%"
"Aug 17, 2018","802.28","801.95","806.16","800.72","21.55K","0.05%"
"Aug 16, 2018","801.90","800.42","801.90","796.45","18.01K","0.17%"
"Aug 15, 2018","800.54","805.35","807.82","797.67","21.81K","-0.60%"
"Aug 14, 2018","805.35","803.56","805.71","802.38","21.98K","0.23%"
"Aug 13, 2018","803.51","802.00","803.51","797.93","21.43K","0.17%"
"Aug 10, 2018","802.16","801.70","802.61","795.57","21.89K","0.06%"
"Aug 09, 2018","801.66","801.20","803.15","797.47","21.16K","0.05%"
